AnimalID;Feature1;Feature2;Name;DateTime;OutcomeType;OutcomeSubtype;AnimalType;SexuponOutcome;AgeuponOutcome;Breed;Color
A691653;A69;69;Butterscotch;21/12/2014 12:18;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby/White
A691654;A69;69;Pumpkin;19/11/2014 15:07;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Orange Tabby/White
A691668;A69;69;Oscar;13/11/2014 18:30;Transfer;Partner;Dog;Intact Male;6 years;Labrador Retriever Mix;Red
A691670;A69;69;Ranger;23/11/2014 16:50;Adoption;;Dog;Neutered Male;8 months;Border Collie Mix;Black/White
A691671;A69;69;;11/11/2014 09:00;Transfer;SCRP;Cat;Unknown;2 years;Domestic Shorthair Mix;Brown Tabby
A691672;A69;69;Midnight;30/05/2015 14:53;Adoption;;Dog;Neutered Male;4 years;Australian Shepherd Mix;Black/Tan
A691681;A69;69;Maggie;21/11/2014 15:51;Adoption;;Dog;Spayed Female;3 years;English Bulldog Mix;Brown Brindle/White
A691682;A69;69;Lori;07/01/2015 13:03;Transfer;Partner;Dog;Spayed Female;3 years;Beagle/Pit Bull;Brown Brindle/White
A691684;A69;69;Presley;11/11/2014 17:36;Transfer;Partner;Dog;Intact Male;2 months;Pit Bull Mix;White/Tan
A691686;A69;69;Blue;04/12/2014 17:19;Transfer;Partner;Dog;Neutered Male;10 months;Labrador Retriever Mix;Black/White
A691687;A69;69;Pepper;15/11/2014 14:34;Adoption;;Dog;Neutered Male;4 months;Australian Cattle Dog/Labrador Retriever;Blue Tick/Red
A691688;A69;69;Powder;04/12/2014 18:40;Adoption;;Dog;Spayed Female;2 years;American Staffordshire Terrier Mix;White
A691691;A69;69;Tiva;02/01/2015 18:52;Adoption;;Dog;Spayed Female;11 months;German Shepherd/Labrador Retriever;Red
A691692;A69;69;Zoey;08/11/2014 11:28;Return_to_owner;;Dog;Spayed Female;4 years;Pit Bull Mix;Tan/White
A691693;A69;69;;10/11/2014 18:44;Euthanasia;Suffering;Cat;Spayed Female;3 years;Domestic Shorthair Mix;Blue Tabby
A691694;A69;69;Mango;11/11/2014 09:51;Euthanasia;Suffering;Cat;Spayed Female;10 years;Domestic Shorthair Mix;Cream Tabby
A691697;A69;69;Lagarto;18/11/2014 13:30;Transfer;Partner;Dog;Intact Male;2 years;Chihuahua Shorthair Mix;White/Tan
A691698;A69;69;Flynn;15/12/2014 15:55;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Blue/White
A691699;A69;69;Clementine;16/11/2014 13:26;Transfer;Partner;Dog;Intact Female;5 months;Chinese Sharpei/Labrador Retriever;Black/White
A691700;A69;69;;10/11/2014 09:00;Transfer;SCRP;Cat;Intact Female;2 months;Domestic Shorthair Mix;Brown Tabby
A691702;A69;69;;10/11/2014 12:08;Euthanasia;Suffering;Cat;Unknown;5 months;Domestic Shorthair Mix;Black
A691704;A69;69;Zander;18/11/2014 17:01;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Brown Tabby/White
A691705;A69;69;Zip;18/11/2014 17:01;Transfer;Partner;Cat;Intact Female;2 months;Domestic Shorthair Mix;Brown Tabby/White
A691706;A69;69;Lucy;13/12/2014 14:16;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Longhair Mix;Brown Tabby
A691709;A69;69;;25/11/2014 18:40;Transfer;SCRP;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Brown Tabby
A691710;A69;69;;09/11/2014 09:00;Transfer;SCRP;Cat;Intact Female;3 months;Domestic Shorthair Mix;Brown Tabby/White
A691712;A69;69;Iris;25/11/2014 14:08;Transfer;Partner;Cat;Spayed Female;1 year;Domestic Medium Hair Mix;Calico
A691716;A69;69;Shiloh;04/12/2014 17:02;Transfer;Partner;Dog;Spayed Female;5 years;Labrador Retriever Mix;Black/White
A691717;A69;69;Blair;13/11/2014 15:11;Return_to_owner;;Dog;Spayed Female;5 years;Border Collie;Black/White
A691718;A69;69;Babs;19/12/2014 09:21;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Tortie
A691721;A69;69;Dozer;27/01/2015 12:20;Adoption;Foster;Dog;Spayed Female;8 months;Pit Bull Mix;Blue Tiger/White
A691724;A69;69;Twyla;15/11/2014 17:55;Transfer;Partner;Dog;Spayed Female;1 year;Chihuahua Shorthair Mix;White/Tan
A691729;A69;69;;09/11/2014 09:00;Transfer;SCRP;Cat;Intact Female;2 years;Domestic Shorthair Mix;Brown Tabby
A691731;A69;69;Stella;31/12/2014 15:32;Adoption;;Dog;Spayed Female;2 years;Pit Bull Mix;White/Tan
A691732;A69;69;Copper;08/01/2016 14:10;Adoption;Foster;Dog;Neutered Male;3 years;Catahoula Mix;Tan/White
A691734;A69;69;Beebee;20/12/2014 14:27;Adoption;;Cat;Spayed Female;5 years;Domestic Shorthair Mix;Blue Tabby
A691737;A69;69;;09/11/2014 09:00;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair;Black/White
A691738;A69;69;Vanilla;10/11/2014 18:02;Adoption;;Cat;Neutered Male;6 months;Domestic Shorthair Mix;Cream Tabby/White
A691739;A69;69;Oliver;10/11/2014 18:49;Adoption;;Cat;Neutered Male;6 months;Domestic Shorthair Mix;Orange Tabby/White
A691740;A69;69;Blackie;11/11/2014 13:43;Transfer;Partner;Cat;Spayed Female;6 months;Domestic Shorthair Mix;Black/White
A691742;A69;69;Morgan;15/03/2015 16:16;Adoption;;Dog;Spayed Female;3 years;Pit Bull Mix;White/Tan
A691743;A69;69;Silly;12/11/2014 11:37;Transfer;Partner;Dog;Intact Female;2 years;Shih Tzu Mix;Tan
A691748;A69;69;;12/11/2014 13:41;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever Mix;Black/White
A691749;A69;69;Paisley;13/11/2014 11:23;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever Mix;Black/White
A691752;A69;69;;08/11/2014 18:04;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair Mix;Blue
A691753;A69;69;Sage;08/11/2014 17:27;Return_to_owner;;Dog;Neutered Male;14 years;German Shepherd Mix;Gold
A691754;A69;69;Lolita;06/12/2014 15:49;Transfer;Partner;Dog;Spayed Female;3 months;Pit Bull Mix;White/Black
A691756;A69;69;Harry;30/11/2014 17:57;Adoption;;Dog;Neutered Male;1 year;Chihuahua Shorthair Mix;Tan/Black
A691761;A69;69;Poopy;09/11/2014 11:10;Return_to_owner;;Dog;Neutered Male;14 years;Yorkshire Terrier;Silver/Tan
A691772;A69;69;Aniwaya;20/12/2014 18:49;Return_to_owner;;Dog;Neutered Male;3 years;Labrador Retriever/Siberian Husky;Gold
A691774;A69;69;Bella;30/12/2014 07:36;Adoption;Foster;Cat;Spayed Female;12 years;Maine Coon Mix;Brown Tabby
A691778;A69;69;Scarlett;21/11/2014 15:09;Transfer;Partner;Dog;Intact Female;3 years;Chihuahua Shorthair Mix;Tan/White
A691784;A69;69;Milton;25/11/2014 14:05;Transfer;Partner;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Brown Tabby
A691788;A69;69;George;14/11/2014 14:25;Transfer;Partner;Cat;Neutered Male;4 years;Siamese Mix;Seal Point
A691793;A69;69;Cash;17/12/2014 16:48;Return_to_owner;;Dog;Neutered Male;4 years;German Shepherd/Great Dane;Sable/Tan
A691796;A69;69;;13/11/2014 18:59;Transfer;Partner;Dog;Neutered Male;5 years;Dachshund Longhair Mix;Red
A691797;A69;69;Tabitha;13/11/2014 18:59;Transfer;Partner;Dog;Intact Female;5 years;Dachshund;Red Merle/White
A691804;A69;69;Centurion;11/11/2014 17:34;Return_to_owner;;Dog;Neutered Male;2 years;Pit Bull/Blue Lacy;Black
A691807;A69;69;Sheba;04/12/2014 17:20;Transfer;Partner;Dog;Spayed Female;5 years;Flat Coat Retriever Mix;Black/White
A691811;A69;69;;11/11/2014 13:53;Transfer;Partner;Dog;Intact Female;5 months;Boxer;White/Brown
A691814;A69;69;Mitch;06/02/2015 16:58;Adoption;;Dog;Neutered Male;4 years;Pug/Staffordshire;Fawn/Black
A691815;A69;69;Maddy;07/02/2015 17:31;Adoption;;Dog;Spayed Female;2 years;Pug/Beagle;Fawn
A691817;A69;69;Deacon;11/11/2014 13:58;Return_to_owner;;Dog;Neutered Male;4 years;Golden Retriever Mix;Gold/White
A691818;A69;69;;15/11/2014 14:31;Transfer;Partner;Dog;Spayed Female;5 months;Australian Cattle Dog/Boxer;White/Tan
A691819;A69;69;;15/11/2014 14:31;Transfer;Partner;Dog;Spayed Female;5 months;Australian Cattle Dog/Boxer;White/Black
A691820;A69;69;Bambi;10/11/2014 11:54;Return_to_owner;;Dog;Spayed Female;3 years;Chihuahua Shorthair Mix;Chocolate/Tan
A691821;A69;69;;15/11/2014 17:39;Adoption;;Dog;Neutered Male;2 years;Chihuahua Longhair;Brown/White
A691822;A69;69;;20/11/2014 12:33;Adoption;;Dog;Neutered Male;7 months;Labrador Retriever Mix;Chocolate/White
A691826;A69;69;Todd;13/12/2014 13:51;Euthanasia;Suffering;Cat;Neutered Male;11 years;Domestic Shorthair Mix;Blue Tabby
A691828;A69;69;Lily;15/11/2014 15:02;Euthanasia;Aggressive;Dog;Intact Female;2 years;Labrador Retriever Mix;Black/White
A691834;A69;69;Fifi;20/01/2015 18:53;Return_to_owner;;Dog;Spayed Female;1 year;Miniature Schnauzer/Jack Russell Terrier;Brown/Black
A691838;A69;69;Avaddon;09/02/2015 17:17;Euthanasia;Suffering;Dog;Neutered Male;12 years;Pit Bull Mix;Brown Brindle
A691840;A69;69;Tiffany;10/11/2014 19:38;Return_to_owner;;Dog;Intact Female;16 years;German Shepherd Mix;Black/Brown
A691841;A69;69;Precious;11/11/2014 17:48;Return_to_owner;;Dog;Spayed Female;5 years;Chihuahua Shorthair Mix;Black/Brown
A691842;A69;69;;10/11/2014 16:36;Euthanasia;Suffering;Dog;Intact Male;5 months;Pit Bull Mix;Brown/White
A691844;A69;69;Johnny;01/12/2014 14:28;Adoption;;Dog;Neutered Male;10 months;Queensland Heeler Mix;Black/Blue Tick
A691845;A69;69;Mike;07/03/2015 14:26;Adoption;;Dog;Spayed Female;2 years;Chihuahua Shorthair Mix;White
A691846;A69;69;Manny;29/11/2014 14:53;Adoption;;Dog;Neutered Male;3 years;American Bulldog Mix;White
A691847;A69;69;Hero;08/12/2014 15:53;Transfer;Partner;Dog;Neutered Male;6 months;Pointer Mix;Black/White
A691848;A69;69;;17/11/2014 11:16;Transfer;Partner;Dog;Intact Female;1 year;Pit Bull Mix;Tan/White
A691849;A69;69;Ollie;14/11/2014 12:22;Adoption;;Dog;Spayed Female;7 years;Beagle Mix;Tricolor
A691851;A69;69;;25/11/2014 18:33;Transfer;SCRP;Cat;Intact Male;4 months;Domestic Shorthair Mix;Blue Tabby
A691852;A69;69;;25/11/2014 18:33;Transfer;SCRP;Cat;Unknown;2 years;Domestic Shorthair Mix;Brown Tabby
A691859;A69;69;;11/11/2014 09:54;Euthanasia;Suffering;Cat;Intact Female;2 years;Domestic Shorthair Mix;Black/White
A691861;A69;69;;11/11/2014 10:26;Euthanasia;Suffering;Dog;Intact Female;3 years;Manchester Terrier Mix;Black/Brown
A691862;A69;69;Rage;11/11/2014 18:51;Return_to_owner;;Dog;Neutered Male;1 year;Pit Bull Mix;White/Tan
A691863;A69;69;;15/11/2014 19:13;Adoption;;Dog;Spayed Female;5 years;Chihuahua Shorthair Mix;Tan/White
A691864;A69;69;Sloopy;11/11/2014 18:42;Return_to_owner;;Dog;Neutered Male;8 years;Bernese Mountain Dog Mix;Tricolor
A691866;A69;69;;25/11/2014 18:34;Transfer;SCRP;Cat;Intact Female;1 year;Domestic Shorthair Mix;White/Blue Tabby
A691867;A69;69;;11/11/2014 11:49;Euthanasia;Suffering;Cat;Intact Male;5 months;Domestic Medium Hair Mix;Buff
A691868;A69;69;Toby;15/11/2014 17:42;Return_to_owner;;Dog;Neutered Male;3 years;Maltese/Miniature Poodle;White
A691870;A69;69;Gambit;21/11/2014 17:05;Transfer;Partner;Dog;Neutered Male;7 years;Australian Cattle Dog Mix;Blue Merle/White
A691871;A69;69;;11/11/2014 13:18;Euthanasia;Suffering;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Brown Tabby/White
A691872;A69;69;Tom;23/12/2014 12:03;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
A691873;A69;69;Payne;23/12/2014 12:03;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
A691876;A69;69;Snuggles;14/11/2014 09:12;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair Mix;Blue Tabby
A691877;A69;69;Rascal;21/11/2014 17:12;Adoption;;Dog;Neutered Male;1 year;Miniature Pinscher Mix;Red
A691878;A69;69;;12/11/2014 16:59;Transfer;Partner;Dog;Intact Female;1 month;Pit Bull Mix;Brown Brindle
A691879;A69;69;;12/11/2014 16:59;Transfer;Partner;Dog;Intact Male;1 month;Pit Bull Mix;Brown Brindle
A691880;A69;69;;12/11/2014 16:59;Transfer;Partner;Dog;Intact Male;1 month;Pit Bull Mix;Brown Brindle
A691881;A69;69;Poot;12/11/2014 16:57;Adoption;;Dog;Neutered Male;7 years;Chihuahua Shorthair Mix;Tan/White
A691884;A69;69;;16/11/2014 13:15;Adoption;;Dog;Neutered Male;10 months;Anatol Shepherd;White/Brown
A691886;A69;69;Woody;12/12/2014 11:11;Transfer;Partner;Dog;Neutered Male;2 years;Pit Bull Mix;Brown
A691887;A69;69;Riot;14/11/2014 19:01;Adoption;;Dog;Spayed Female;4 years;Cane Corso Mix;Black/White
A691889;A69;69;Molly;18/11/2014 17:56;Adoption;;Dog;Spayed Female;7 years;Labrador Retriever Mix;Black
A691891;A69;69;;15/11/2014 14:03;Transfer;Partner;Dog;Spayed Female;5 months;Australian Cattle Dog Mix;White/Black
A691896;A69;69;Rumble;01/05/2015 12:35;Transfer;Partner;Dog;Neutered Male;4 years;Australian Cattle Dog Mix;Brown Brindle/White
A691901;A69;69;;15/11/2014 16:22;Transfer;Partner;Dog;Neutered Male;3 years;Dachshund Mix;Brown/White
A691902;A69;69;Chichita;12/11/2014 15:09;Euthanasia;Aggressive;Dog;Intact Female;1 year;Labrador Retriever/Greyhound;Tan
A691907;A69;69;Norman;19/11/2014 11:15;Transfer;Partner;Dog;Neutered Male;8 years;Weimaraner Mix;Fawn
A691908;A69;69;Olive;24/12/2014 07:42;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Torbie
A691910;A69;69;Dazzle;14/11/2014 09:12;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Tortie
A691913;A69;69;Rajun;12/11/2014 11:57;Return_to_owner;;Dog;Spayed Female;15 years;Australian Cattle Dog Mix;Blue Merle
A691917;A69;69;Ace;04/12/2014 17:20;Transfer;Partner;Dog;Intact Male;6 months;German Shepherd/Chinese Sharpei;Sable/White
A691919;A69;69;;25/11/2014 18:37;Transfer;SCRP;Cat;Neutered Male;10 months;Domestic Shorthair Mix;Orange Tabby
A691922;A69;69;;16/11/2014 17:29;Transfer;Partner;Dog;Neutered Male;8 years;Pomeranian Mix;Tan/White
A691924;A69;69;Chelsea;29/11/2014 11:40;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Longhair Mix;Brown Tabby
A691926;A69;69;;13/11/2014 17:18;Return_to_owner;;Dog;Spayed Female;1 year;Wire Hair Fox Terrier Mix;Tan/White
A691928;A69;69;Blakie;20/11/2014 12:34;Transfer;Partner;Cat;Spayed Female;2 months;Domestic Medium Hair Mix;Brown Tabby/White
A691929;A69;69;Jones;20/11/2014 12:33;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Cream Tabby/White
A691930;A69;69;Grace;23/11/2014 12:13;Return_to_owner;;Dog;Spayed Female;3 years;Labrador Retriever/Weimaraner;Chocolate
A691932;A69;69;Norton;20/11/2014 12:34;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Orange Tabby/White
A691935;A69;69;Bruno;09/12/2014 13:09;Transfer;Partner;Dog;Neutered Male;3 years;Pit Bull Mix;Brown/White
A691939;A69;69;Julie;06/12/2014 14:19;Adoption;;Dog;Spayed Female;1 year;Labrador Retriever/Pointer;Black/White
A691940;A69;69;Hannah;27/12/2014 13:11;Adoption;;Dog;Spayed Female;2 years;Basenji Mix;Tricolor
A691941;A69;69;;22/11/2014 13:16;Adoption;;Dog;Spayed Female;4 years;Chihuahua Shorthair Mix;Fawn/White
A691943;A69;69;Archer;12/02/2015 18:00;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Black/White
A691945;A69;69;Spice;20/11/2014 12:33;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
A691946;A69;69;Sugar;20/11/2014 15:19;Transfer;Partner;Cat;Intact Female;2 months;Domestic Medium Hair Mix;Blue Tabby
A691948;A69;69;Homer;04/12/2014 17:28;Transfer;Partner;Dog;Neutered Male;1 year;Pit Bull Mix;White/Brown
A691951;A69;69;Fifi;14/11/2014 17:58;Return_to_owner;;Dog;Spayed Female;3 years;German Shepherd/Rottweiler;Brown/Black
A691952;A69;69;;13/11/2014 12:13;Transfer;Partner;Cat;Intact Female;2 months;Russian Blue Mix;Blue
A691956;A69;69;Blossom;13/11/2014 11:04;Return_to_owner;;Dog;Spayed Female;11 years;Golden Retriever Mix;Red
A691959;A69;69;;06/12/2014 19:12;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;White/Black
A691961;A69;69;;18/11/2014 18:20;Adoption;;Cat;Neutered Male;2 months;Siamese Mix;Blue Point/White
A691962;A69;69;;15/11/2014 17:55;Transfer;Partner;Dog;Intact Male;1 year;Chihuahua Shorthair Mix;Black
A691968;A69;69;;14/11/2014 11:57;Euthanasia;Suffering;Cat;Intact Female;7 years;Domestic Shorthair Mix;Tortie
A691972;A69;69;;17/11/2014 18:09;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Gray Tabby/White
A691973;A69;69;Gracie Lou;17/11/2014 17:17;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Gray Tabby/White
A691977;A69;69;William;25/11/2014 14:03;Transfer;Partner;Cat;Neutered Male;7 years;Domestic Shorthair Mix;Black
A691978;A69;69;Tobby;03/12/2014 16:06;Transfer;Partner;Cat;Neutered Male;5 months;Domestic Shorthair Mix;Brown Tabby
A691979;A69;69;;13/11/2014 13:33;Euthanasia;Suffering;Cat;Intact Female;6 months;Domestic Shorthair Mix;White/Brown Tabby
A691980;A69;69;Phoebe;09/01/2015 16:52;Adoption;;Dog;Spayed Female;2 years;Labrador Retriever Mix;White/Tan
A691990;A69;69;Lucy;30/11/2014 14:21;Transfer;Partner;Dog;Spayed Female;1 year;Labrador Retriever Mix;Yellow/White
A691995;A69;69;Adara;16/01/2016 12:51;Transfer;Partner;Dog;Spayed Female;2 years;Labrador Retriever Mix;Black
A692000;A69;69;Addy;03/12/2014 17:53;Adoption;;Dog;Spayed Female;9 months;Labrador Retriever Mix;Tan
A692001;A69;69;;18/11/2014 13:41;Adoption;;Dog;Spayed Female;9 months;Weimaraner Mix;Blue
A692007;A69;69;Mimi;02/01/2015 14:04;Transfer;Partner;Cat;Spayed Female;3 years;Domestic Longhair Mix;Blue Tabby
A692008;A69;69;Leslie;02/01/2016 16:45;Adoption;;Dog;Spayed Female;2 years;Labrador Retriever Mix;Black
A692016;A69;69;Jenna;25/11/2014 14:04;Transfer;Partner;Cat;Spayed Female;6 months;Domestic Longhair Mix;Cream Tabby/White
A692018;A69;69;Lilly;28/12/2014 11:25;Adoption;Foster;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Brown Tabby
A692020;A69;69;;25/11/2014 18:34;Transfer;SCRP;Cat;Intact Female;7 months;Domestic Shorthair Mix;Calico
A692024;A69;69;Cranberry;19/12/2014 07:36;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Blue
A692030;A69;69;Christopher;31/01/2015 17:36;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black
A692031;A69;69;T-Rex;01/02/2015 17:55;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black/White
A692033;A69;69;Brick;18/09/2015 09:47;Euthanasia;Court/Investigation;Dog;Neutered Male;3 years;Bull Terrier Mix;White/Tan
A692037;A69;69;;14/11/2014 13:43;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair Mix;Orange Tabby
A692048;A69;69;Zorro;10/12/2014 16:21;Transfer;Partner;Dog;Intact Male;2 years;Pit Bull Mix;Brown Brindle/White
A692051;A69;69;Augustus;15/11/2014 12:41;Return_to_owner;;Cat;Neutered Male;12 years;Domestic Longhair Mix;Orange Tabby
A692058;A69;69;;18/11/2014 13:28;Transfer;Partner;Dog;Neutered Male;1 year;French Bulldog Mix;Tan/White
A692059;A69;69;;13/11/2014 18:37;Euthanasia;Suffering;Cat;Intact Male;1 month;Domestic Shorthair Mix;Black
A692060;A69;69;;13/11/2014 18:37;Euthanasia;Suffering;Cat;Intact Female;1 month;Domestic Shorthair Mix;Black/White
A692062;A69;69;;25/11/2014 18:35;Transfer;SCRP;Cat;Intact Female;10 months;Domestic Longhair Mix;Tortie
A692064;A69;69;;25/11/2014 18:35;Transfer;SCRP;Cat;Unknown;10 months;Domestic Shorthair Mix;Orange Tabby
A692067;A69;69;Artie;04/12/2014 17:27;Transfer;Partner;Dog;Neutered Male;2 years;Great Dane Mix;Gray/White
A692068;A69;69;Lika;17/11/2014 16:11;Return_to_owner;;Dog;Intact Female;6 years;Pit Bull Mix;Brown Brindle/White
A692070;A69;69;;14/11/2014 09:45;Euthanasia;Suffering;Cat;Intact Female;3 months;Domestic Shorthair Mix;White/Blue
A692077;A69;69;Sasha;26/11/2014 12:13;Transfer;Partner;Dog;Spayed Female;4 years;Beagle Mix;Tricolor
A692078;A69;69;Cameron;05/01/2015 18:11;Adoption;;Cat;Neutered Male;13 years;Domestic Shorthair Mix;Black/White
A692079;A69;69;;14/11/2014 12:24;Euthanasia;Suffering;Cat;Intact Female;4 years;Domestic Shorthair Mix;Calico
A692080;A69;69;;18/11/2014 13:27;Transfer;Partner;Dog;Intact Female;1 year;Wire Hair Fox Terrier Mix;Yellow/White
A692081;A69;69;Bart;18/11/2014 19:00;Adoption;;Dog;Neutered Male;2 months;Wire Hair Fox Terrier/Chihuahua Shorthair;Tan/White
A692082;A69;69;King;18/11/2014 18:39;Adoption;;Dog;Neutered Male;2 months;Wire Hair Fox Terrier/Chihuahua Shorthair;Cream/White
A692083;A69;69;Rosie;12/02/2015 19:15;Adoption;;Dog;Spayed Female;4 months;Wire Hair Fox Terrier/Chihuahua Shorthair;Cream/White
A692085;A69;69;;25/11/2014 18:35;Transfer;SCRP;Cat;Unknown;1 year;Domestic Longhair Mix;Black
A692087;A69;69;Snickers;18/11/2014 17:30;Adoption;;Dog;Spayed Female;1 year;Parson Russell Terrier Mix;Black/White
A692088;A69;69;Bebe;13/04/2015 13:04;Return_to_owner;;Dog;Spayed Female;1 year;Plott Hound Mix;Brown Brindle
A692093;A69;69;Shaina;04/12/2014 17:22;Transfer;Partner;Dog;Spayed Female;8 months;Pit Bull Mix;Red/White
A692103;A69;69;;18/11/2014 17:35;Adoption;;Dog;Spayed Female;2 months;Irish Terrier Mix;Yellow
A692109;A69;69;Ada;18/11/2014 18:04;Adoption;;Dog;Spayed Female;2 years;German Shepherd Mix;Tricolor
A692110;A69;69;Bear;01/12/2014 16:42;Adoption;;Dog;Neutered Male;2 years;English Shepherd Mix;Tricolor
A692122;A69;69;;14/11/2014 18:36;Euthanasia;Suffering;Dog;Unknown;4 weeks;Standard Poodle Mix;Tan
A692124;A69;69;Sid;28/11/2014 18:48;Adoption;;Dog;Neutered Male;1 year;Siberian Husky Mix;Black/Tan
A692131;A69;69;Doodlebug;12/01/2015 15:51;Adoption;;Cat;Spayed Female;13 years;Domestic Shorthair Mix;Orange Tabby
A692132;A69;69;Albert;21/11/2014 11:12;Transfer;Partner;Dog;Neutered Male;4 months;Pit Bull Mix;Tan/White
A692135;A69;69;Arlo;19/04/2015 18:06;Adoption;Offsite;Dog;Neutered Male;2 years;Boxer Mix;Brown/White
A692137;A69;69;Shadow;16/11/2014 15:39;Return_to_owner;;Dog;Intact Male;1 year;Pit Bull Mix;Blue/White
A692138;A69;69;Malcolm;21/12/2014 11:55;Return_to_owner;;Cat;Neutered Male;12 years;Domestic Shorthair Mix;Gray Tabby/White
A692140;A69;69;Rocky;19/11/2014 18:04;Adoption;;Dog;Neutered Male;1 year;Border Terrier Mix;Fawn
A692144;A69;69;Pepito;25/11/2014 17:22;Return_to_owner;;Dog;Neutered Male;1 year;Black Mouth Cur;Red/Black
A692147;A69;69;Tux;19/12/2014 18:18;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Black/White
A692148;A69;69;Simba;19/12/2014 18:17;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby/White
A692149;A69;69;Punkin';21/11/2014 11:48;Adoption;;Cat;Intact Male;2 months;Siamese Mix;Flame Point
A692150;A69;69;Trixie;22/12/2014 13:27;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Black
A692152;A69;69;Richardson;19/11/2014 15:19;Adoption;;Cat;Neutered Male;8 years;Domestic Shorthair Mix;Brown Tabby
A692153;A69;69;Joannie;20/11/2014 12:36;Transfer;Partner;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Torbie
A692154;A69;69;Titus;20/11/2014 12:36;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Medium Hair Mix;Orange Tabby/White
A692156;A69;69;Johnny;20/11/2014 12:37;Transfer;Partner;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Blue Tabby
A692158;A69;69;;15/11/2014 15:31;Euthanasia;Suffering;Dog;Intact Female;3 months;Chihuahua Shorthair Mix;Yellow
A692159;A69;69;Karma;21/12/2014 17:30;Adoption;Foster;Dog;Spayed Female;9 months;Labrador Retriever Mix;Black
A692162;A69;69;Diego;23/11/2014 15:30;Adoption;;Dog;Neutered Male;5 months;Pit Bull Mix;Brown/White
A692163;A69;69;Maggie;19/11/2014 17:02;Adoption;;Dog;Spayed Female;1 year;Border Terrier Mix;Brown
A692164;A69;69;Bigfoot;19/11/2014 17:05;Adoption;;Cat;Neutered Male;2 months;Maine Coon Mix;Brown Tabby
A692165;A69;69;Boomer;18/12/2014 13:06;Transfer;Partner;Cat;Intact Male;3 months;Domestic Shorthair Mix;Brown Tabby/White
A692181;A69;69;;25/11/2014 18:37;Transfer;SCRP;Cat;Intact Male;2 years;Domestic Shorthair Mix;Black/White
A692182;A69;69;Cruz;05/02/2015 17:18;Adoption;;Dog;Neutered Male;4 months;Border Collie/Dachshund;Black
A692187;A69;69;Skye;16/11/2014 15:34;Return_to_owner;;Dog;Spayed Female;10 years;Catahoula Mix;White/Blue Merle
A692188;A69;69;Turkey;23/12/2014 12:18;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Calico
A692189;A69;69;;20/05/2015 09:00;Transfer;SCRP;Cat;Spayed Female;6 years;Domestic Medium Hair;Orange Tabby
A692190;A69;69;Henry;23/04/2015 18:36;Euthanasia;Suffering;Dog;Neutered Male;6 years;Dachshund Longhair Mix;Black/Tan
A692191;A69;69;;20/11/2014 14:36;Euthanasia;Suffering;Dog;Intact Female;8 years;Beagle Mix;Tricolor
A692194;A69;69;Dale;04/03/2015 12:33;Transfer;Partner;Dog;Neutered Male;4 years;Airedale Terrier/Labrador Retriever;Brown
